site_id,timestamp,biomass_density_g_L,biomass_produced_kg,water_temp_C,pH,dissolved_O2_mg_L,dissolved_CO2_mg_L,turbidity_NTU,light_PAR,harvested_g_L
site-a,2026-08-21T07:00:00Z,1.0138,96.2587,28.68,9.85,10.61,15.46,54.0,716.4,0.0
site-a,2026-08-21T08:00:00Z,1.0164,116.0313,29.66,9.93,11.28,12.95,54.4,1141.2,0.0
site-a,2026-08-21T09:00:00Z,1.0191,123.2895,31.37,9.95,11.17,12.56,56.8,1500.1,0.0
site-a,2026-08-21T10:00:00Z,1.0217,118.0027,32.68,9.88,11.2,12.64,55.7,1772.3,0.0
site-a,2026-08-21T11:00:00Z,1.024,104.7393,33.78,9.87,10.78,13.42,55.5,1942.3,0.0
site-a,2026-08-21T12:00:00Z,1.0264,105.6682,34.81,9.83,10.67,13.89,56.5,2000.0,0.0
site-a,2026-08-21T13:00:00Z,1.0288,108.5706,35.63,9.86,10.61,13.63,55.6,1942.3,0.0
site-a,2026-08-21T14:00:00Z,1.0313,114.1443,36.3,9.95,10.79,12.63,56.9,1772.3,0.0
site-a,2026-08-21T15:00:00Z,1.0343,133.9481,36.7,9.89,11.13,12.9,53.8,1500.1,0.0
site-a,2026-08-21T16:00:00Z,1.0369,117.6342,36.34,9.87,11.12,13.02,56.2,1141.2,0.0
site-a,2026-08-21T17:00:00Z,1.0391,100.8749,35.77,9.8,10.73,14.02,55.3,716.4,0.0
site-a,2026-08-21T18:00:00Z,1.0406,68.0706,34.82,9.66,9.42,16.7,56.4,250.3,0.0
site-a,2026-08-21T19:00:00Z,1.0406,0.0,33.95,9.32,7.1,23.27,57.4,0.0,0.0
site-a,2026-08-21T20:00:00Z,1.0406,0.0,32.64,9.28,7.04,22.49,55.6,0.0,0.0
site-a,2026-08-21T21:00:00Z,1.0406,0.0,31.06,9.34,6.95,21.19,57.1,0.0,0.0
site-a,2026-08-21T22:00:00Z,1.0406,0.0,29.82,9.4,6.7,21.83,56.0,0.0,0.0
site-a,2026-08-21T23:00:00Z,1.0406,0.0,27.89,9.32,6.84,22.64,59.4,0.0,0.0
site-a,2026-08-22T00:00:00Z,1.0406,0.0,26.77,9.38,6.65,21.4,58.0,0.0,0.0
site-a,2026-08-22T01:00:00Z,1.0406,0.0,26.45,9.35,6.78,21.82,55.6,0.0,0.0
site-a,2026-08-22T02:00:00Z,1.0406,0.0,25.69,9.33,7.22,22.04,59.3,0.0,0.0
site-a,2026-08-22T03:00:00Z,1.0406,0.0,25.5,9.37,6.85,21.94,58.2,0.0,0.0
site-a,2026-08-22T04:00:00Z,1.0406,0.0,25.78,9.37,6.9,22.24,60.0,0.0,0.0
site-a,2026-08-22T05:00:00Z,1.0406,0.0,26.48,9.34,6.86,22.2,56.4,0.0,0.0
site-a,2026-08-22T06:00:00Z,1.0417,52.3655,27.02,9.68,9.52,16.98,57.6,243.2,0.0
site-a,2026-08-22T07:00:00Z,1.0438,91.802,28.35,9.84,10.5,13.67,56.1,710.9,0.0
site-a,2026-08-22T08:00:00Z,1.0462,108.4129,29.53,9.87,11.22,12.93,56.6,1137.3,0.0
site-a,2026-08-22T09:00:00Z,1.0488,118.5305,31.18,9.93,11.13,12.14,55.1,1497.7,0.0
site-a,2026-08-22T10:00:00Z,0.6833,107.3303,31.86,9.88,10.86,13.65,43.4,1771.2,0.3679
site-a,2026-08-22T11:00:00Z,0.6874,186.5192,33.04,9.81,10.89,14.05,44.2,1942.0,0.0
site-a,2026-08-22T12:00:00Z,0.6916,190.9218,34.75,9.87,10.52,14.13,44.7,2000.0,0.0
site-a,2026-08-22T13:00:00Z,0.6958,189.078,36.2,9.87,10.52,13.45,42.7,1942.0,0.0
site-a,2026-08-22T14:00:00Z,0.7002,199.3559,36.06,9.87,10.74,12.6,40.2,1771.2,0.0
site-a,2026-08-22T15:00:00Z,0.7047,203.5582,36.66,9.94,11.31,12.92,43.6,1497.7,0.0
site-a,2026-08-22T16:00:00Z,0.7089,192.5458,36.41,9.84,11.06,13.22,42.9,1137.3,0.0
site-a,2026-08-22T17:00:00Z,0.7133,198.1454,35.72,9.85,10.41,13.91,43.3,710.9,0.0
site-a,2026-08-22T18:00:00Z,0.7161,127.7779,34.59,9.67,9.01,16.86,42.2,243.2,0.0
site-a,2026-08-22T19:00:00Z,0.7161,0.0,33.72,9.35,6.77,22.31,44.9,0.0,0.0
site-a,2026-08-22T20:00:00Z,0.7161,0.0,32.46,9.32,6.85,21.06,42.8,0.0,0.0
site-a,2026-08-22T21:00:00Z,0.7161,0.0,31.36,9.33,6.99,20.96,45.2,0.0,0.0
site-a,2026-08-22T22:00:00Z,0.7161,0.0,29.42,9.35,6.68,21.76,43.3,0.0,0.0
site-a,2026-08-22T23:00:00Z,0.7161,0.0,28.36,9.3,7.01,22.46,44.2,0.0,0.0
site-a,2026-08-23T00:00:00Z,0.7161,0.0,27.62,9.32,6.85,21.64,46.5,0.0,0.0
site-a,2026-08-23T01:00:00Z,0.7161,0.0,26.29,9.37,6.69,21.82,43.9,0.0,0.0
site-a,2026-08-23T02:00:00Z,0.7161,0.0,25.55,9.34,6.9,21.68,43.9,0.0,0.0
site-a,2026-08-23T03:00:00Z,0.7161,0.0,25.34,9.34,6.82,21.81,43.4,0.0,0.0
site-a,2026-08-23T04:00:00Z,0.7161,0.0,25.67,9.38,6.76,22.15,42.5,0.0,0.0
site-a,2026-08-23T05:00:00Z,0.7161,0.0,26.21,9.32,7.03,21.97,46.7,0.0,0.0
site-a,2026-08-23T06:00:00Z,0.7181,90.3911,27.19,9.69,9.36,16.34,43.1,236.0,0.0
site-a,2026-08-23T07:00:00Z,0.7215,152.9227,28.25,9.84,10.72,13.92,47.0,705.2,0.0
site-a,2026-08-23T08:00:00Z,0.7256,185.0421,29.93,9.87,11.04,12.63,44.6,1133.3,0.0
site-a,2026-08-23T09:00:00Z,0.7299,195.7669,30.68,9.96,11.13,12.64,46.3,1495.3,0.0
site-a,2026-08-23T10:00:00Z,0.7341,187.5994,32.32,9.91,11.07,13.13,42.1,1770.1,0.0
site-a,2026-08-23T11:00:00Z,0.7381,180.6856,34.02,9.85,10.81,13.38,44.5,1941.7,0.0
site-a,2026-08-23T12:00:00Z,0.7417,164.1762,34.86,9.85,10.57,14.97,44.7,2000.0,0.0
site-a,2026-08-23T13:00:00Z,0.7457,181.2958,35.84,9.84,10.59,14.65,45.9,1941.7,0.0
site-a,2026-08-23T14:00:00Z,0.7498,187.1613,36.5,9.84,11.01,13.42,44.8,1770.1,0.0
site-a,2026-08-23T15:00:00Z,0.7541,193.5032,36.64,9.94,11.11,12.42,45.3,1495.3,0.0
site-a,2026-08-23T16:00:00Z,0.7583,188.8567,36.31,9.82,11.37,12.37,45.4,1133.3,0.0
site-a,2026-08-23T17:00:00Z,0.762,166.4434,35.49,9.84,10.45,14.96,44.6,705.2,0.0
site-a,2026-08-23T18:00:00Z,0.7646,119.469,35.11,9.67,8.91,16.59,44.8,236.0,0.0
site-a,2026-08-23T19:00:00Z,0.7646,0.0,33.96,9.36,6.86,21.88,45.4,0.0,0.0
site-a,2026-08-23T20:00:00Z,0.7646,0.0,32.91,9.36,6.8,21.61,45.2,0.0,0.0
site-a,2026-08-23T21:00:00Z,0.7646,0.0,30.93,9.32,6.91,22.75,46.1,0.0,0.0
site-a,2026-08-23T22:00:00Z,0.7646,0.0,29.94,9.35,7.06,22.19,46.2,0.0,0.0
site-a,2026-08-23T23:00:00Z,0.7646,0.0,28.62,9.38,6.95,22.29,45.3,0.0,0.0
site-a,2026-08-24T00:00:00Z,0.7646,0.0,26.96,9.35,6.69,21.83,44.7,0.0,0.0
site-a,2026-08-24T01:00:00Z,0.7646,0.0,26.4,9.35,6.69,21.93,45.0,0.0,0.0
site-a,2026-08-24T02:00:00Z,0.7646,0.0,25.49,9.39,6.78,21.72,45.3,0.0,0.0
site-a,2026-08-24T03:00:00Z,0.7646,0.0,25.77,9.39,6.88,21.6,48.0,0.0,0.0
site-a,2026-08-24T04:00:00Z,0.7646,0.0,25.65,9.33,6.91,21.85,44.8,0.0,0.0
site-a,2026-08-24T05:00:00Z,0.7646,0.0,26.64,9.36,6.76,21.29,45.9,0.0,0.0
site-a,2026-08-24T06:00:00Z,0.7666,88.3113,27.5,9.63,9.08,16.35,44.7,228.7,0.0
site-a,2026-08-24T07:00:00Z,0.7696,139.0026,27.88,9.81,10.94,14.58,44.8,699.5,0.0
site-a,2026-08-24T08:00:00Z,0.7735,176.3313,29.41,9.88,10.95,12.32,45.3,1129.3,0.0
site-a,2026-08-24T09:00:00Z,0.7776,184.8634,30.84,9.83,11.37,12.0,46.0,1492.9,0.0
site-a,2026-08-24T10:00:00Z,0.7812,164.5989,32.08,9.9,10.94,11.98,45.6,1769.0,0.0
site-a,2026-08-24T11:00:00Z,0.7852,179.1343,33.7,9.84,10.54,14.15,46.2,1941.4,0.0
site-a,2026-08-24T12:00:00Z,0.7888,162.7063,34.71,9.88,10.61,13.47,46.2,2000.0,0.0
site-a,2026-08-24T13:00:00Z,0.7926,172.8279,35.97,9.81,10.4,14.0,47.3,1941.4,0.0
site-a,2026-08-24T14:00:00Z,0.7966,181.3798,36.06,9.9,10.92,13.49,48.3,1769.0,0.0
site-a,2026-08-24T15:00:00Z,0.8011,200.9908,36.3,9.93,11.1,12.53,47.2,1492.9,0.0
site-a,2026-08-24T16:00:00Z,0.8051,181.3335,35.83,9.87,10.76,13.74,49.0,1129.3,0.0
site-a,2026-08-24T17:00:00Z,0.8088,166.0339,34.94,9.86,10.29,14.25,48.0,699.5,0.0
site-a,2026-08-24T18:00:00Z,0.811,103.0814,34.61,9.69,9.02,16.3,46.5,228.7,0.0
site-a,2026-08-24T19:00:00Z,0.811,0.0,33.58,9.31,6.89,22.76,49.2,0.0,0.0
site-a,2026-08-24T20:00:00Z,0.811,0.0,32.48,9.39,6.62,22.04,48.5,0.0,0.0
site-a,2026-08-24T21:00:00Z,0.811,0.0,30.68,9.32,6.86,21.58,49.1,0.0,0.0
site-a,2026-08-24T22:00:00Z,0.811,0.0,29.62,9.3,6.89,22.47,46.8,0.0,0.0
site-a,2026-08-24T23:00:00Z,0.811,0.0,27.87,9.35,6.56,21.88,48.4,0.0,0.0
site-a,2026-08-25T00:00:00Z,0.811,0.0,27.13,9.29,6.85,22.45,47.0,0.0,0.0
site-a,2026-08-25T01:00:00Z,0.811,0.0,26.56,9.4,6.72,22.18,47.4,0.0,0.0
site-a,2026-08-25T02:00:00Z,0.811,0.0,25.74,9.38,6.78,21.64,48.6,0.0,0.0
site-a,2026-08-25T03:00:00Z,0.811,0.0,25.04,9.33,6.65,23.2,48.4,0.0,0.0
site-a,2026-08-25T04:00:00Z,0.811,0.0,25.33,9.34,7.12,21.49,47.3,0.0,0.0
site-a,2026-08-25T05:00:00Z,0.811,0.0,26.58,9.33,6.81,22.19,47.0,0.0,0.0
site-a,2026-08-25T06:00:00Z,0.8128,79.4281,27.1,9.68,9.21,16.73,48.4,221.4,0.0
site-a,2026-08-25T07:00:00Z,0.8159,140.5887,28.53,9.83,10.43,13.71,49.7,693.7,0.0
site-a,2026-08-25T08:00:00Z,0.8194,156.9441,29.35,9.93,11.14,13.39,46.5,1125.2,0.0
site-a,2026-08-25T09:00:00Z,0.823,165.5889,30.66,9.93,11.27,12.0,45.3,1490.4,0.0
site-a,2026-08-25T10:00:00Z,0.8268,171.6303,32.35,9.88,11.11,13.22,45.4,1767.8,0.0
site-a,2026-08-25T11:00:00Z,0.8302,155.5409,33.86,9.83,11.05,12.97,49.0,1941.1,0.0
site-a,2026-08-25T12:00:00Z,0.8337,154.0774,35.05,9.82,10.76,13.76,47.8,2000.0,0.0
site-a,2026-08-25T13:00:00Z,0.8374,167.4167,35.97,9.81,10.9,13.84,48.0,1941.1,0.0
site-a,2026-08-25T14:00:00Z,0.8409,161.7532,36.3,9.89,10.98,12.06,50.0,1767.8,0.0
site-a,2026-08-25T15:00:00Z,0.8448,175.1161,36.73,9.9,11.44,13.27,49.0,1490.4,0.0
site-a,2026-08-25T16:00:00Z,0.8486,173.9969,36.04,9.93,11.41,13.05,49.2,1125.2,0.0
site-a,2026-08-25T17:00:00Z,0.8522,162.5393,35.92,9.85,10.59,14.22,49.6,693.7,0.0
site-a,2026-08-25T18:00:00Z,0.8543,91.6076,34.75,9.62,9.34,16.39,48.4,221.4,0.0
site-a,2026-08-25T19:00:00Z,0.8543,0.0,33.52,9.39,6.69,22.23,51.4,0.0,0.0
site-a,2026-08-25T20:00:00Z,0.8543,0.0,32.64,9.41,6.81,20.76,50.0,0.0,0.0
site-a,2026-08-25T21:00:00Z,0.8543,0.0,30.96,9.32,6.56,22.01,47.6,0.0,0.0
site-a,2026-08-25T22:00:00Z,0.8543,0.0,29.72,9.37,6.7,22.29,51.8,0.0,0.0
site-a,2026-08-25T23:00:00Z,0.8543,0.0,28.24,9.31,6.91,21.63,48.6,0.0,0.0
site-a,2026-08-26T00:00:00Z,0.8543,0.0,26.95,9.34,6.78,22.26,50.5,0.0,0.0
site-a,2026-08-26T01:00:00Z,0.8543,0.0,26.13,9.33,6.96,22.83,47.7,0.0,0.0
site-a,2026-08-26T02:00:00Z,0.8543,0.0,25.81,9.39,6.7,22.59,49.1,0.0,0.0
site-a,2026-08-26T03:00:00Z,0.8543,0.0,25.61,9.38,6.83,21.84,46.6,0.0,0.0
site-a,2026-08-26T04:00:00Z,0.8543,0.0,25.97,9.35,6.9,21.7,48.5,0.0,0.0
site-a,2026-08-26T05:00:00Z,0.8543,0.0,26.39,9.34,6.86,22.51,49.3,0.0,0.0
site-a,2026-08-26T06:00:00Z,0.856,76.7296,26.87,9.68,8.94,16.09,49.1,214.0,0.0
site-a,2026-08-26T07:00:00Z,0.8588,127.9887,28.48,9.79,10.42,13.64,51.7,687.9,0.0
site-a,2026-08-26T08:00:00Z,0.8622,152.8904,29.78,9.88,11.35,12.97,50.9,1121.1,0.0
site-a,2026-08-26T09:00:00Z,0.8658,166.6454,31.07,9.9,11.27,12.49,51.4,1487.9,0.0
site-a,2026-08-26T10:00:00Z,0.8696,169.1175,32.73,9.87,10.97,12.82,49.5,1766.7,0.0
site-a,2026-08-26T11:00:00Z,0.8732,163.2089,33.49,9.84,10.65,13.08,49.7,1940.8,0.0
site-a,2026-08-26T12:00:00Z,0.8765,147.8004,34.83,9.75,10.67,14.34,49.2,2000.0,0.0
site-a,2026-08-26T13:00:00Z,0.8797,148.0335,35.44,9.84,10.58,14.19,50.6,1940.8,0.0
site-a,2026-08-26T14:00:00Z,0.8833,162.6756,36.09,9.89,11.22,13.32,47.5,1766.7,0.0
site-a,2026-08-26T15:00:00Z,0.8875,187.6843,36.38,9.88,11.18,12.49,49.7,1487.9,0.0
site-a,2026-08-26T16:00:00Z,0.8908,151.66,35.74,9.88,11.1,12.51,50.5,1121.1,0.0
site-a,2026-08-26T17:00:00Z,0.8939,139.1654,35.99,9.83,10.46,13.81,49.3,687.9,0.0
site-a,2026-08-26T18:00:00Z,0.8961,98.6567,34.49,9.64,9.1,16.93,50.6,214.0,0.0
site-a,2026-08-26T19:00:00Z,0.8961,0.0,33.72,9.37,6.96,21.67,50.3,0.0,0.0
site-a,2026-08-26T20:00:00Z,0.8961,0.0,32.51,9.35,7.16,22.0,49.5,0.0,0.0
site-a,2026-08-26T21:00:00Z,0.8961,0.0,30.71,9.4,6.53,22.27,50.9,0.0,0.0
site-a,2026-08-26T22:00:00Z,0.8961,0.0,29.9,9.3,6.84,22.08,52.6,0.0,0.0
site-a,2026-08-26T23:00:00Z,0.8961,0.0,28.16,9.32,6.74,22.18,50.7,0.0,0.0
site-a,2026-08-27T00:00:00Z,0.8961,0.0,27.26,9.37,6.92,21.88,51.3,0.0,0.0
site-a,2026-08-27T01:00:00Z,0.8961,0.0,26.05,9.37,7.01,21.17,50.3,0.0,0.0
site-a,2026-08-27T02:00:00Z,0.8961,0.0,25.7,9.38,7.07,22.71,51.3,0.0,0.0
site-a,2026-08-27T03:00:00Z,0.8961,0.0,25.73,9.37,6.67,21.93,51.5,0.0,0.0
site-a,2026-08-27T04:00:00Z,0.8961,0.0,25.87,9.36,6.88,22.27,51.5,0.0,0.0
site-a,2026-08-27T05:00:00Z,0.8961,0.0,26.04,9.33,6.88,21.44,50.8,0.0,0.0
site-a,2026-08-27T06:00:00Z,0.8976,67.0958,27.15,9.63,9.28,17.09,51.3,206.5,0.0
site-a,2026-08-27T07:00:00Z,0.9003,123.0736,28.13,9.79,10.48,13.84,49.4,682.0,0.0
site-a,2026-08-27T08:00:00Z,0.9038,157.4908,29.72,9.88,11.0,13.18,50.9,1116.9,0.0
site-a,2026-08-27T09:00:00Z,0.9075,167.0904,30.85,9.85,11.34,13.25,51.8,1485.4,0.0
site-a,2026-08-27T10:00:00Z,0.9108,151.4784,32.24,9.88,10.97,13.03,51.1,1765.5,0.0
site-a,2026-08-27T11:00:00Z,0.9139,139.8419,33.76,9.82,10.65,14.64,54.8,1940.5,0.0
site-a,2026-08-27T12:00:00Z,0.9171,143.1137,34.37,9.79,10.59,14.01,54.0,2000.0,0.0
site-a,2026-08-27T13:00:00Z,0.9202,141.5509,35.88,9.88,10.89,14.0,51.7,1940.5,0.0
site-a,2026-08-27T14:00:00Z,0.9235,152.1033,36.09,9.94,11.15,12.13,51.0,1765.5,0.0
site-a,2026-08-27T15:00:00Z,0.9271,162.8923,36.21,9.93,11.17,12.87,53.2,1485.4,0.0
site-a,2026-08-27T16:00:00Z,0.9306,156.0215,36.29,9.9,10.81,11.95,48.6,1116.9,0.0
site-a,2026-08-27T17:00:00Z,0.9337,139.7814,35.88,9.82,10.63,13.74,52.3,682.0,0.0
site-a,2026-08-27T18:00:00Z,0.9355,80.8008,34.58,9.7,9.11,17.05,53.4,206.5,0.0
site-a,2026-08-27T19:00:00Z,0.9355,0.0,33.94,9.34,6.63,22.27,53.9,0.0,0.0
site-a,2026-08-27T20:00:00Z,0.9355,0.0,32.37,9.36,7.01,21.46,53.4,0.0,0.0
site-a,2026-08-27T21:00:00Z,0.9355,0.0,31.12,9.33,6.64,22.24,54.0,0.0,0.0
site-a,2026-08-27T22:00:00Z,0.9355,0.0,29.28,9.31,6.81,21.73,51.1,0.0,0.0
site-a,2026-08-27T23:00:00Z,0.9355,0.0,28.14,9.31,6.81,21.51,50.2,0.0,0.0
site-a,2026-08-28T00:00:00Z,0.9355,0.0,27.43,9.35,7.14,23.1,51.4,0.0,0.0
site-a,2026-08-28T01:00:00Z,0.9355,0.0,26.45,9.39,6.76,21.91,52.1,0.0,0.0
site-a,2026-08-28T02:00:00Z,0.9355,0.0,25.76,9.3,6.68,21.79,51.3,0.0,0.0
site-a,2026-08-28T03:00:00Z,0.9355,0.0,25.68,9.32,6.83,21.84,53.5,0.0,0.0
site-a,2026-08-28T04:00:00Z,0.9355,0.0,25.72,9.28,6.77,22.64,55.4,0.0,0.0
site-a,2026-08-28T05:00:00Z,0.9355,0.0,26.29,9.38,6.99,22.83,51.7,0.0,0.0
site-a,2026-08-28T06:00:00Z,0.9369,64.1345,26.92,9.63,8.8,16.21,51.3,198.9,0.0
site-a,2026-08-28T07:00:00Z,0.9392,106.8426,28.38,9.82,10.91,13.78,51.3,676.0,0.0
site-a,2026-08-28T08:00:00Z,0.942,124.3714,29.41,9.86,11.08,12.57,52.2,1112.7,0.0
site-a,2026-08-28T09:00:00Z,0.9453,151.6804,31.4,9.89,11.32,11.09,55.0,1482.9,0.0
site-a,2026-08-28T10:00:00Z,0.9485,144.0163,32.72,9.87,11.21,13.03,52.4,1764.3,0.0
site-a,2026-08-28T11:00:00Z,0.9514,128.8803,33.97,9.91,10.52,13.64,53.8,1940.2,0.0
site-a,2026-08-28T12:00:00Z,0.9544,136.3539,34.54,9.8,10.77,14.08,56.2,2000.0,0.0
site-a,2026-08-28T13:00:00Z,0.9573,133.8595,35.9,9.77,10.84,12.83,51.4,1940.2,0.0
site-a,2026-08-28T14:00:00Z,0.9603,132.1956,36.49,9.89,10.88,12.11,52.8,1764.3,0.0
site-a,2026-08-28T15:00:00Z,0.9636,152.089,36.6,9.94,11.13,12.96,52.0,1482.9,0.0
site-a,2026-08-28T16:00:00Z,0.9668,145.4733,36.05,9.87,11.06,12.28,54.0,1112.7,0.0
site-a,2026-08-28T17:00:00Z,0.9698,131.7214,35.38,9.86,10.9,13.37,53.9,676.0,0.0
site-a,2026-08-28T18:00:00Z,0.9713,69.1659,34.95,9.68,8.96,17.09,55.9,198.9,0.0
site-a,2026-08-28T19:00:00Z,0.9713,0.0,33.88,9.41,7.05,22.47,55.6,0.0,0.0
site-a,2026-08-28T20:00:00Z,0.9713,0.0,32.77,9.36,7.0,22.12,51.2,0.0,0.0
site-a,2026-08-28T21:00:00Z,0.9713,0.0,30.75,9.4,6.72,21.56,53.6,0.0,0.0
site-a,2026-08-28T22:00:00Z,0.9713,0.0,29.6,9.33,6.7,22.08,54.2,0.0,0.0
site-a,2026-08-28T23:00:00Z,0.9713,0.0,28.57,9.4,6.77,21.75,54.2,0.0,0.0
site-a,2026-08-29T00:00:00Z,0.9713,0.0,27.11,9.3,7.12,22.37,52.5,0.0,0.0
site-a,2026-08-29T01:00:00Z,0.9713,0.0,26.27,9.34,6.73,21.9,56.2,0.0,0.0
site-a,2026-08-29T02:00:00Z,0.9713,0.0,25.19,9.39,6.96,21.98,53.9,0.0,0.0
site-a,2026-08-29T03:00:00Z,0.9713,0.0,25.9,9.36,6.74,21.76,51.7,0.0,0.0
site-a,2026-08-29T04:00:00Z,0.9713,0.0,25.5,9.36,6.72,22.53,55.9,0.0,0.0
site-a,2026-08-29T05:00:00Z,0.9713,0.0,26.49,9.35,6.82,21.7,54.0,0.0,0.0
site-a,2026-08-29T06:00:00Z,0.9726,58.191,27.42,9.66,9.39,16.05,52.7,191.2,0.0
site-a,2026-08-29T07:00:00Z,0.9747,98.0913,28.12,9.83,10.57,13.71,54.3,670.0,0.0
site-a,2026-08-29T08:00:00Z,0.9776,128.7444,29.4,9.87,11.16,13.31,54.3,1108.5,0.0
site-a,2026-08-29T09:00:00Z,0.9804,126.9166,30.58,9.9,11.17,13.14,55.3,1480.3,0.0
site-a,2026-08-29T10:00:00Z,0.9835,141.1296,32.52,9.89,10.87,13.55,52.6,1763.1,0.0
site-a,2026-08-29T11:00:00Z,0.9863,126.506,33.83,9.78,10.56,13.43,54.1,1939.9,0.0
site-a,2026-08-29T12:00:00Z,0.9888,112.9836,34.98,9.84,10.58,14.19,55.6,2000.0,0.0
site-a,2026-08-29T13:00:00Z,0.9915,120.2551,35.62,9.85,10.64,13.23,52.2,1939.9,0.0
site-a,2026-08-29T14:00:00Z,0.9945,139.2632,36.4,9.81,10.9,12.61,54.2,1763.1,0.0
site-a,2026-08-29T15:00:00Z,0.9976,139.2219,36.57,9.9,10.71,12.53,55.2,1480.3,0.0
site-a,2026-08-29T16:00:00Z,1.0006,137.2341,36.57,9.9,10.95,12.32,57.1,1108.5,0.0
site-a,2026-08-29T17:00:00Z,1.0034,125.0171,35.31,9.83,10.95,14.39,54.5,670.0,0.0
site-a,2026-08-29T18:00:00Z,1.0049,66.5237,34.99,9.58,9.1,16.88,54.4,191.2,0.0
site-a,2026-08-29T19:00:00Z,1.0049,0.0,33.48,9.38,7.12,21.72,54.3,0.0,0.0
site-a,2026-08-29T20:00:00Z,1.0049,0.0,32.55,9.35,6.67,21.98,55.7,0.0,0.0
site-a,2026-08-29T21:00:00Z,1.0049,0.0,30.79,9.32,6.83,22.29,54.1,0.0,0.0
site-a,2026-08-29T22:00:00Z,1.0049,0.0,29.96,9.37,6.81,22.12,52.4,0.0,0.0
site-a,2026-08-29T23:00:00Z,1.0049,0.0,28.58,9.33,6.74,22.34,57.2,0.0,0.0
site-a,2026-08-30T00:00:00Z,1.0049,0.0,27.0,9.35,7.06,21.48,55.3,0.0,0.0
site-a,2026-08-30T01:00:00Z,1.0049,0.0,26.43,9.31,6.82,21.62,58.9,0.0,0.0
site-a,2026-08-30T02:00:00Z,1.0049,0.0,25.91,9.35,6.8,21.74,51.6,0.0,0.0
site-a,2026-08-30T03:00:00Z,1.0049,0.0,25.17,9.37,6.69,21.43,57.3,0.0,0.0
site-a,2026-08-30T04:00:00Z,1.0049,0.0,25.63,9.35,6.76,22.7,55.9,0.0,0.0
site-a,2026-08-30T05:00:00Z,1.0049,0.0,26.02,9.34,6.75,21.93,54.0,0.0,0.0
site-a,2026-08-30T06:00:00Z,1.006,50.995,27.36,9.62,9.01,16.57,54.2,183.5,0.0
site-a,2026-08-30T07:00:00Z,1.0081,94.2596,28.5,9.83,10.92,13.6,53.4,663.9,0.0
site-a,2026-08-30T08:00:00Z,1.0107,117.6392,30.11,9.88,11.18,14.03,54.9,1104.1,0.0
site-a,2026-08-30T09:00:00Z,1.0136,132.566,31.33,9.93,11.42,12.53,55.1,1477.7,0.0
site-a,2026-08-30T10:00:00Z,1.0163,119.9359,32.34,9.87,11.07,13.18,56.8,1761.9,0.0
site-a,2026-08-30T11:00:00Z,1.0186,105.6397,33.61,9.84,10.5,13.18,56.8,1939.6,0.0
site-a,2026-08-30T12:00:00Z,1.0213,120.6477,34.92,9.81,10.6,14.18,54.1,2000.0,0.0
site-a,2026-08-30T13:00:00Z,1.0238,113.0191,35.74,9.77,10.91,14.55,56.5,1939.6,0.0
site-a,2026-08-30T14:00:00Z,1.0265,124.6891,36.67,9.86,10.78,12.69,55.9,1761.9,0.0
site-a,2026-08-30T15:00:00Z,1.0294,130.1271,36.37,9.98,11.47,12.54,57.9,1477.7,0.0
site-a,2026-08-30T16:00:00Z,1.0319,113.7605,35.58,9.86,11.04,12.56,56.3,1104.1,0.0
site-a,2026-08-30T17:00:00Z,1.0342,101.6203,35.65,9.75,10.35,13.69,57.9,663.9,0.0
site-a,2026-08-30T18:00:00Z,1.0354,57.9815,34.91,9.6,8.9,17.7,56.9,183.5,0.0
site-a,2026-08-30T19:00:00Z,1.0354,0.0,33.76,9.36,6.95,22.73,56.0,0.0,0.0
site-a,2026-08-30T20:00:00Z,1.0354,0.0,32.4,9.35,6.94,20.95,53.7,0.0,0.0
site-a,2026-08-30T21:00:00Z,1.0354,0.0,31.12,9.39,6.55,22.54,54.7,0.0,0.0
site-a,2026-08-30T22:00:00Z,1.0354,0.0,29.4,9.34,6.97,22.42,57.3,0.0,0.0
site-a,2026-08-30T23:00:00Z,1.0354,0.0,28.97,9.32,6.84,22.33,55.8,0.0,0.0
site-a,2026-08-31T00:00:00Z,1.0354,0.0,27.14,9.31,6.78,22.17,57.2,0.0,0.0
site-a,2026-08-31T01:00:00Z,1.0354,0.0,25.86,9.35,6.7,21.03,57.8,0.0,0.0
site-a,2026-08-31T02:00:00Z,1.0354,0.0,25.74,9.38,6.77,22.25,54.7,0.0,0.0
site-a,2026-08-31T03:00:00Z,1.0354,0.0,25.49,9.34,6.8,21.88,58.4,0.0,0.0
site-a,2026-08-31T04:00:00Z,1.0354,0.0,25.85,9.35,6.64,21.76,53.8,0.0,0.0
site-a,2026-08-31T05:00:00Z,1.0354,0.0,26.08,9.37,6.32,23.11,55.6,0.0,0.0
site-a,2026-08-31T06:00:00Z,1.0364,43.8587,26.75,9.61,8.93,17.66,57.1,175.7,0.0
site-a,2026-08-31T07:00:00Z,1.0383,87.8561,28.1,9.81,10.65,13.77,55.5,657.7,0.0
site-a,2026-08-31T08:00:00Z,1.0406,100.5475,29.23,9.91,10.73,12.8,57.3,1099.8,0.0
site-a,2026-08-31T09:00:00Z,1.043,108.7599,31.06,9.9,11.32,11.74,52.8,1475.0,0.0
site-a,2026-08-31T10:00:00Z,1.0454,108.1394,32.48,9.99,10.91,13.82,53.8,1760.6,0.0
